,completeness,number_of_cds,type,length
MarRef_Pelobacter_acetylenicus_strain_DSM_3247,99.35,2900,WGS,3176364
MAGsDB_DAGF01,80.02,1587,MAG,1848559
MarDB_GCF_003664005.1_ASM366400v1,99.59,1901,WGS,1753429
MarDB_Gammaproteobacteria_bacterium_50_400_T64,97.45,2793,MAG,3054255
MarDB_GCA_003645585.1_ASM364558v1,81.42,2821,MAG,2466301
ProGenomes_1270193_PRJNA236204,99.65,3943,WGS,4603121
MarDB_Mycobacterium_saopaulense_strain_8489,99.5,5012,WGS,5008609
MarDB_GCA_003331625.1_ASM333162v1,77.78,1139,MAG,1088173
MAGsDB_PANC01,79.57,1673,MAG,2002729
MarDB_GCF_003590315.1_ASM359031v1,98.59,4099,WGS,5067893
MAGsDB_NYZC01,80.68,5735,MAG,7803558
MarDB_Candidatus_Hepatobacter_penaei_NHPB,91.94,1068,WGS,1115610
MarDB_Idiomarina_sp_strain_NORP21,97.96,2223,MAG,2343995
MarDB_Prochlorococcus_sp_AG-402-B19,87.41,1762,SAG,1548023
MarDB_Rhodospirillales_bacterium_strain_SZUA-111,84.3,3625,MAG,3144269
MarDB_Brevundimonas_sp_BAL3,100.0,3538,WGS,3646073
MarDB_GCA_003646405.1_ASM364640v1,91.06,2876,MAG,2898917
MarDB_Loktanella_soesokkakensis_CECT_8367,98.94,3718,WGS,3936691
MarDB_Nitrosopumilus_sp_SJ,96.12,2015,WGS,1650825
MarDB_GCF_003609645.1_ASM360964v1,98.59,2710,WGS,2763896
MarDB_Robiginitomaculum_sp_strain_NORP17,98.28,3655,MAG,3719548
MarDB_Prochlorococcus_sp_AG-347-O22,86.91,1615,SAG,1405589
MarDB_Streptomyces_sp_MUSC_14,100.0,9499,WGS,10274826
MarDB_Pseudomonas_cuatrocienegasensis_strain_CIP_109853,99.51,4827,WGS,5358740
MarDB_Euzebya_sp_DSW09,99.15,4857,WGS,5509297
MAGsDB_DKHT01,94.82,1719,MAG,1729194
MarDB_Muricauda_sp_MAR_2010_75,99.34,4024,WGS,4424697
MarDB_Pseudophaeobacter_sp_EL27_strain_Pseudopaeobacter_sp_strain_EL27,99.82,4328,WGS,4551713
ProGenomes_158189_PRJNA47953,97.73,3071,WGS,3316466
MarRef_Desulfotomaculum_reducens_MI-1,100.0,3522,WGS,3608105
MarDB_Roseivirga_echinicomitans_KMM_6058,98.9,3775,WGS,4189909
MarDB_Halomonas_sulfidaeris_strain_SST4,100.0,4029,WGS,4254519
MarDB_Halorubrum_litoreum_JCM_13561,99.49,3100,WGS,3137758
MarDB_GCF_003675895.1_ASM367589v1,100.0,4320,WGS,4777983
MarDB_bacterium_BMS3Abin01,79.24,1450,MAG,1504699
MarDB_Achromobacter_sp_HZ01,99.53,5113,WGS,5532918
MAGsDB_TARA_RED_MAG_00046,89.42,1516,MAG,1522052
MarDB_Thioclava_sp_25B10_4,99.39,4060,WGS,4185627
MAGsDB_DAWR01,87.25,2596,MAG,2368347
MarDB_GCA_003649085.1_ASM364908v1,94.42,2347,MAG,1937662
MarDB_Verrucosispora_sediminis_strain_CGMCC_43550,100.0,5818,WGS,6407611
MarDB_Alphaproteobacteria_bacterium_casp-alpha2,75.87,1823,MAG,1772183
MarDB_GCF_003337215.1_ASM333721v1,98.18,2627,WGS,2908142
MarDB_Albimonas_pacifica_strain_CGMCC_111030,100.0,5322,WGS,6027198
MarDB_GCA_003649445.1_ASM364944v1,97.79,4202,MAG,3543678
MarDB_GCF_003569045.1_Grel_assembly01,95.45,5162,WGS,6202555
MarDB_Alphaproteobacteria_bacterium_strain_NORP84,85.66,2018,MAG,2093033
MarDB_Neptunomonas_sp_Rs2,89.32,4278,WGS,4649843
MarRef_Rhodococcus_sp_H-CA8f,99.94,6133,WGS,6497607
MarDB_GCF_003515945.1_ASM351594v1,99.28,3009,WGS,3160906
MarDB_GCF_003581645.1_ASM358164v1,99.64,3507,WGS,3653105
ProGenomes_1151117_PRJNA85543,100.0,1869,WGS,1764559
MAGsDB_TARA_PSW_MAG_00093,84.47,3026,MAG,3260113
MarDB_Arenibacter_nanhaiticus_strain_CGMCC_18863,99.67,3613,WGS,4362451
MarDB_Planktothrix_rubescens_NIVA-CYA_407,99.89,4872,WGS,5509944
MAGsDB_NZXU01,97.57,5485,MAG,5696658
MarDB_GCF_003336705.1_ASM333670v1,100.0,3164,WGS,3452504
MarDB_Croceicoccus_marinus_strain_E4A9,99.59,3817,WGS,4109189
MAGsDB_PADE01,76.66,5334,MAG,7208190
MAGsDB_DAON01,79.36,1231,MAG,1306710
MarDB_Sediminibacter_sp_Hel_I_10,99.67,3649,WGS,4106054
MarRef_Pseudanabaena_sp_PCC_7367,98.23,3980,WGS,4885681
MarDB_GCF_003025625.1_ASM302562v1,97.86,4129,WGS,4672542
MAGsDB_NYVY01,75.6,1364,MAG,1356679
MarDB_GCA_003661645.1_ASM366164v1,87.85,2217,MAG,1847087
MarDB_Streptomyces_sp_H-KF8,100.0,6654,WGS,7684889
MarDB_Actibacterium_sp_22II-S11-Z10,98.52,3153,WGS,3176384
MAGsDB_DAPP01,76.4,1250,MAG,1401856
MarRef_Nonlabens_sediminis_NBRC_100970,99.35,2600,WGS,2835711
MarDB_Moritella_dasanensis,100.0,4277,WGS,4889583
MarDB_Arthrobacter_sp_NIO-1057,99.51,3321,WGS,3541822
MarRef_Stappia_sp_ES058,99.58,4296,WGS,4626255
MAGsDB_DEIU01,95.73,3414,MAG,3778022
MAGsDB_TARA_PON_MAG_00006,93.1,7662,MAG,8701567
MarDB_Loktanella_marina_CECT_8899,99.54,4589,WGS,4792571
MarDB_Marivita_sp_XM-24bin2,97.87,4387,MAG,4431730
MarRef_Halorhabdus_tiamatea_SARL4B,97.13,3161,WGS,3146161
MAGsDB_NYUD01,97.85,4206,MAG,5396125
MarDB_Mangrovimonas_yunxiaonensis_LY01,99.01,2444,WGS,2670034
MarDB_Flavobacterium_frigidarium,99.29,3168,WGS,3631042
MarDB_Thaumarchaeota_archaeon_casp-thauma1,90.29,1332,MAG,1040997
MarDB_Bathymodiolus_platifrons_methanotrophic_gill_symbiont_HPD1508-B01-01,98.16,4479,WGS,4018024
MAGsDB_DAHJ01,87.08,955,MAG,852867
MarDB_GCA_003712125.1_ASM371212v1,99.01,2844,MAG,3099333
MAGsDB_DGBF01,86.08,2307,MAG,2245274
MarRef_Mycobacterium_stephanolepidis_strain_NJB0901,99.33,4987,WGS,4994485
MarDB_GCA_003661975.1_ASM366197v1,83.64,1986,MAG,1775367
MAGsDB_PARE01,85.85,2967,MAG,3175648
MarDB_Oceanimonas_smirnovii_ATCC_BAA-899,100.0,3106,WGS,3282721
MarRef_Shewanella_sp_ANA-3,99.84,4531,WGS,5251147
MarRef_Haliangium_ochraceum_DSM_14365,98.39,6868,WGS,9446315
MarDB_GCF_003721245.1_ASM372124v1,99.79,3122,WGS,3456993
MAGsDB_PBYQ01,98.06,2936,MAG,3011789
MarRef_Winogradskyella_sp_PG-2,99.67,3492,WGS,3811480
MarRef_Saccharospirillum_mangrovi,99.85,3395,WGS,3686911
MarDB_SAR86_cluster_bacterium_strain_NORP90,84.69,3352,MAG,3609871
MarDB_Salinisphaera_hydrothermalis_C41B8,98.01,3855,WGS,4282310
MAGsDB_DGPR01,87.53,1213,MAG,1202586
MarDB_Saprospira_grandis_Gross_1911,100.0,3570,MAG,4495251
MarDB_Colwellia_chukchiensis_CGMCC1_9127,99.66,3579,WGS,4023670
MarDB_Corynebacterium_spheniscorum_strain_J11__PG_39,99.67,2177,WGS,2455507
MarDB_GCF_003665155.1_ASM366515v1,99.58,2707,WGS,2877040
MAGsDB_PBEX01,85.46,1798,MAG,1946822
MarRef_Teredinibacter_turnerae_T7901,100.0,4218,WGS,5193165
MarDB_Labrenzia_alexandrii_CECT_5112,99.68,5021,WGS,5351858
MAGsDB_PAAU01,89.74,2207,MAG,2400453
MarRef_Flavivirga_eckloniae_ECD14_MMP08325534,99.34,4653,WGS,5665358
MarDB_GCF_003385075.1_ASM338507v1,91.82,3083,WGS,3519570
MAGsDB_PARR01,83.52,1456,MAG,1337123
MAGsDB_DJBY01,91.22,2317,MAG,2500843
ProGenomes_1229204_PRJNA174163,99.68,3062,WGS,3110697
MarRef_Streptomyces_sp_ADI95_16,99.93,8112,WGS,9086421
MarDB_GCA_003354045.1_ASM335404v1,88.59,6274,MAG,5944694
MarDB_Pelagibacteraceae_bacterium_AG-390-C22,83.13,1113,SAG,1040035
MarDB_Rhodopirellula_sp_SM50,99.93,6567,WGS,9795212
MAGsDB_PANK01,99.24,4125,MAG,4324183
MAGsDB_DEIJ01,89.77,1995,MAG,1823052
MarDB_Muricauda_zhangzhouensis_strain_CGMCC_111028,99.34,3359,WGS,3742883
ProGenomes_558152_PRJNA255644,100.0,3853,WGS,4340594
MarDB_Sulfitobacter_dubius_strain_DSM_16472,99.36,3575,WGS,3671545
MarDB_Acidithiobacillales_bacterium_SM1_46,92.58,2795,WGS,2616359
MarDB_Clostridium_tepidiprofundi,95.17,2860,WGS,3060114
MarDB_GCA_003666385.1_ASM366638v1,96.45,2182,MAG,2219015
MarDB_Erythrobacter_sp_EhN03,99.82,2889,WGS,3007011
MarDB_Spongiibacterium_flavum_strain_DSM_22638,99.67,3529,WGS,3836164
MarRef_Francisella_sp_TX077310,99.46,2050,WGS,2237380
MarDB_Vibrio_ezurae_NBRC_102218,95.36,3260,WGS,3682901
MarRef_Bordetella_sp_HZ20_MMP08912484,99.68,3936,WGS,4227194
MAGsDB_DEBO01,81.23,1887,MAG,1787512
MAGsDB_PAUB01,99.32,3304,MAG,3523997
MarDB_Actinokineospora_spheciospongiae,100.0,6626,WGS,7529477
MarRef_Caldithrix_abyssi_DSM_13497,98.84,3808,WGS,4978542
MAGsDB_PBQX02,82.71,2359,MAG,2435294
MarDB_Candidatus_Thorarchaeota_archaeon_SMTZ1-45,87.69,3438,MAG,3544183
MAGsDB_NZRR01,77.33,1451,MAG,1713667
MarDB_Marinobacter_sp_tcs-11,100.0,3917,WGS,4266557
MarDB_Pleionea_mediterranea_strain_DSM_25350,99.82,3571,WGS,4039882
MarRef_Phycisphaera_mikurensis_NBRC_102666,95.45,3127,WGS,3884383
MarDB_Prochlorococcus_sp_AG-449-J16,77.45,1564,SAG,1322195
MarDB_Desulfuromonas_palmitatis,95.24,3051,MAG,3139691
MAGsDB_PBGH01,76.81,1370,MAG,1562263
MarRef_Donghicola_sp_JLT3646,99.39,3133,WGS,3147212
MAGsDB_NZSI01,86.93,1993,MAG,2076448
MarDB_GCA_003497425.1_ASM349742v1,84.53,4248,MAG,4190821
MarDB_Jejuia_sp_UBA6058,98.18,3357,MAG,3871695
ProGenomes_1229486_PRJNA174215,99.95,6009,WGS,6675179
MarDB_Alphaproteobacteria_bacterium_MarineAlpha5_Bin12,98.8,1526,MAG,1502655
MAGsDB_NZSA01,100.0,4134,MAG,4314418
MarRef_Micromonospora_krabiensis_strain_DSM_45344,98.95,6448,WGS,7074839
MAGsDB_TARA_PSE_MAG_00001,100.0,3365,MAG,3950680
MarRef_Nodularia_spumigena_UHCC_0039_MMP05967630,99.78,4684,WGS,5386612
MarDB_Brevundimonas_denitrificans_strain_TAR-002,93.08,4166,WGS,3231216
MarDB_Bacillus_aquimaris_strain_SAMM,99.43,4438,WGS,4414933
MAGsDB_PALT01,99.39,3526,MAG,3574957
MarDB_Photobacterium_aphoticum,98.02,4678,WGS,5266182
MAGsDB_PAHZ01,83.69,1301,MAG,1277955
MarDB_Tessaracoccus_lapidicaptus_strain_IPBSL-7,99.3,2838,WGS,3088031
MAGsDB_PBEB01,79.63,3931,MAG,4423858
MarDB_GCF_003217215.1_ASM321721v1,98.1,3010,WGS,3378934
MarDB_Alteromonas_pelagimontana_strain_5_12,99.33,3991,WGS,4476841
MarDB_Rhodobacteraceae_bacterium_Alg231-04_strain_Rhodobacteraceae_bacterium_Alg231_04,99.2,4575,WGS,4809428
MAGsDB_PBSM01,91.7,6435,MAG,7610323
MarDB_Actinomadura_sp_CNU-125,91.41,10848,WGS,9956241
MarDB_Demequina_aestuarii_NBRC_106260,97.11,2611,WGS,2790393
MAGsDB_DKNY01,90.86,2452,MAG,2578570
MarDB_Arenibacter_sp_C-21,99.67,4856,WGS,5668893
MarDB_GCA_003646025.1_ASM364602v1,88.46,2349,MAG,2458314
MarDB_Boseongicola_aestuarii_CECT_8489,98.73,4064,WGS,4001270
MarDB_Rhodococcus_sp_Br-6,99.94,5196,WGS,5508393
MarRef_Magnetospira_sp_QH-2,99.5,3807,WGS,4052371
MarDB_Microbacteriaceae_bacterium_BACL25_MAG-120322-bin65,84.09,1369,MAG,1262817
MAGsDB_DLQK01,78.95,2061,MAG,2147915
MarDB_GCF_900313065.1_Kiloniella_sp._EL199,100.0,3883,WGS,4177471
MarDB_Neptunomonas_sp_Rs1,96.75,3911,WGS,4505255
MarDB_Solemya_elarraichensis_gill_symbiont_Se-Cadez,86.18,2644,WGS,2552746
MarDB_Photobacterium_ganghwense,98.84,5029,WGS,5536933
MarDB_Pseudooceanicola_sp_157,96.21,5328,WGS,5235224
MAGsDB_TARA_ANE_MAG_00011,94.51,2242,MAG,2368516
MAGsDB_PACX01,97.3,1738,MAG,1865845
MAGsDB_TARA_PSE_MAG_00058,95.65,2268,MAG,2520336
ProGenomes_1200346_PRJNA168602,98.43,2936,WGS,2967160
MarDB_bacterium_strain_SZUA-567,84.85,3210,MAG,3807361
MarDB_Sunxiuqinia_sp_strain_SZUA-417,87.58,3858,MAG,4028257
MAGsDB_NYTP01,91.95,3048,MAG,3164348
MarDB_Lacinutrix_sp_MedPE-SW,99.34,2773,MAG,3035940
MarDB_Labrenzia_aggregata,99.89,6108,WGS,6561392
MarDB_GCF_003426735.1_ASM342673v1,99.67,4220,WGS,5040562
MarRef_Edwardsiella_tarda_EIB202,99.06,3331,WGS,3804167
MAGsDB_TARA_MED_MAG_00090,87.24,2047,MAG,2141649
MAGsDB_TARA_SOC_MAG_00011,84.2,2320,MAG,2520155
MarDB_Prochlorococcus_sp_AG-402-I20,90.81,1945,SAG,1697147
MAGsDB_DKIB01,77.88,1497,MAG,1499812
MAGsDB_NHDX01,82.18,1362,MAG,1329160
MAGsDB_PBAZ01,93.23,1635,MAG,1683532
MarRef_Roseibacterium_elongatum_DSM_19469,97.94,3543,WGS,3555110
MAGsDB_PAKY01,85.23,3009,MAG,3566898
MarDB_Acidimicrobiia_bacterium_strain_SZUA-217,78.89,2899,MAG,2395337
MAGsDB_DKIG01,84.43,1967,MAG,2140518
MAGsDB_TARA_RED_MAG_00109,96.09,2810,MAG,2708472
MarDB_Nocardiopsis_sp_CNR-923,96.18,5893,WGS,5550268
MAGsDB_DIBF01,96.32,5849,MAG,7376043
MAGsDB_DCKY01,93.28,3427,MAG,4414909
MarDB_Lactococcus_garvieae_strain_PAQ102015-99,100.0,1952,WGS,2068358
MarDB_GCF_003367475.1_ASM336747v1,100.0,3374,WGS,3848892
MarDB_Fluviicola_sp_strain_NORP8,98.92,4384,MAG,5085187
MarDB_GCA_003662205.1_ASM366220v1,75.86,1770,MAG,1502241
MarDB_Candidatus_Rhodobacter_lobularis,98.99,4812,WGS,5037502
MarDB_Vibrio_parahaemolyticus_G3578,100.0,4755,WGS,5222908
MarRef_Altererythrobacter_namhicola_strain_JCM_16345,99.54,2517,WGS,2591680
MarDB_GCA_003651045.1_ASM365104v1,80.36,1500,MAG,1398979
MarDB_Chroococcales_cyanobacterium_CENA595,94.22,4984,WGS,5265704
MarDB_Vibrio_sinaloensis_AD032,99.6,4134,WGS,4516255
MarDB_Oceanospirillales_bacterium_strain_SZUA-38,92.27,2725,MAG,2888411
MarDB_GCF_900327775.1_Roseovarius_sp._EL26,98.89,3789,WGS,3907904
MarDB_Streptomyces_sp_FXJ7.023,99.59,7214,WGS,8215650
MarDB_Bacillus_sp_4049,99.01,5587,WGS,5487700
MarDB_Aquimarina_agarilytica,98.67,3555,WGS,4257071
MarDB_Blastopirellula_sp_strain_NORP48,93.66,7958,MAG,9252612
MarDB_Flammeovirgaceae_bacterium_strain_SZUA-212,91.22,3919,MAG,3931927
ProGenomes_1217703_PRJNA183242,100.0,3830,WGS,4106934
MarRef_Paenibacillus_donghaensis_KCTC_13049,99.51,7728,WGS,8542333
MarDB_Methylophilus_sp_42,100.0,2778,WGS,2968341
MAGsDB_DHZF01,81.38,3261,MAG,3256866
MAGsDB_DDZV01,93.16,1828,MAG,1936883
MarDB_Psychromonas_sp_MB-3u-54,100.0,3708,WGS,4371403
MarRef_alpha_proteobacterium_HIMB59,95.78,1493,WGS,1410128
MarDB_filamentous_cyanobacterium_CCT1,97.6,6451,WGS,6859684
MarDB_Oceanicola_sp_S124,98.54,4590,WGS,4649475
MarDB_Pseudovibrio_axinellae_strain_DSM_24994,100.0,4701,WGS,5131991
MarRef_Pseudomonas_stutzeri_CCUG_29243,100.0,4356,WGS,4709065
MarDB_Aphanizomenon_flosaquae_2012_KM1_D3,87.52,6048,WGS,5741772
MarDB_GCA_003644395.1_ASM364439v1,81.36,1242,MAG,1153354
MAGsDB_PAPY01,97.67,2157,MAG,2411759
MAGsDB_NZUJ01,93.41,3408,MAG,3485647
MarDB_ANME-2_cluster_archaeon_HR1,95.42,2547,MAG,2195459
MarDB_Richelia_intracellularis_intracellularis_HH01,93.44,2248,WGS,3243760
MarDB_Prochlorococcus_sp_scB243_498I20,94.63,1993,SAG,1589855
MAGsDB_PBRG01,75.78,3285,MAG,3358496
MarDB_GCF_003646465.1_ASM364646v1,99.57,4722,WGS,5040141
MarDB_Prochlorococcus_sp_AG-409-J19,83.97,1449,SAG,1411358
MarDB_Krasilnikoviella_flava_DSM_21481,100.0,4359,WGS,4846016
MarDB_Moritella_viscosa_strain_NVI_5450,100.0,4837,WGS,5311145
MarDB_Candidatus_Synechococcus_spongiarum_15L,89.95,2333,WGS,2209102
MarDB_Thalassobacter_arenae_DSM_19593,100.0,3603,WGS,3688187
MAGsDB_DAUW01,75.29,1528,MAG,1721538
MarRef_Candidatus_Endolissoclinum_patella_L2,80.94,796,WGS,1481192
MarRef_Thermosediminibacter_oceani_DSM_16646,95.19,2307,WGS,2280036
MarDB_GCA_003644325.1_ASM364432v1,79.84,2049,MAG,2279701
MarDB_Gammaproteobacteria_bacterium_TsSOB,85.96,1572,WGS,1596591
MarDB_Arthrobacter_sp_MWB30,99.71,4375,WGS,4647009
MAGsDB_TARA_ASW_MAG_00002,99.5,3752,MAG,4012046
MAGsDB_TARA_PSW_MAG_00100,79.12,1380,MAG,1384155
MarDB_Bizionia_paragorgiae_strain_DSM_23842,99.67,2866,WGS,3143626
MarRef_Archaeoglobus_fulgidus_DSM_4304,100.0,2518,WGS,2178401
MarDB_Hyphomonas_oceanitis_SCH89,99.35,4214,WGS,4280176
MarDB_Pseudomonas_putida_B001,98.38,5549,WGS,5740940
MarDB_Cycloclasticus_sp_symbiont_of_Poecilosclerida_sp_M,96.75,2533,WGS,2321044
MarDB_Polaribacter_sp_MED152,99.61,2639,WGS,2961475
MAGsDB_TARA_PSE_MAG_00025,92.77,2922,MAG,2973798
MarDB_Psychroserpens_sp_PAMC_27130,99.06,3241,WGS,3633538
MarDB_Prochlorococcus_marinus_MIT_9107,99.46,1948,WGS,1699938
MAGsDB_TARA_PSE_MAG_00068,78.56,2394,MAG,2505860
MAGsDB_DFBS01,98.06,3896,MAG,4124170
MarDB_Richelia_intracellularis_RC01,94.34,7703,WGS,5488378
MarDB_marine_actinobacterium_PHSC20C1,99.24,2671,WGS,2772188
MAGsDB_PBWA01,94.12,1500,MAG,1618344
MarDB_Chryseobacterium_scophthalmum_strain_DSM_16779,100.0,4088,WGS,4468394
MarDB_Nocardiopsis_sp_RV163,100.0,5445,WGS,6110532
MarDB_GCF_003610635.1_ASM361063v1,99.01,2763,WGS,3009115
MarDB_Bacteroidales_bacterium_strain_SZUA-609,98.37,3653,MAG,4552060
MAGsDB_DCBB01,91.53,3002,MAG,3257772
MarDB_Candidatus_Xenolissoclinum_L6,77.96,929,WGS,1039566
ProGenomes_1400053_PRJNA218492,96.03,2280,WGS,2657245
MarDB_GCA_003601605.1_ASM360160v1,89.25,1291,MAG,1094533
MarDB_GCF_003583265.1_ASM358326v1,99.43,3649,WGS,3463842
ProGenomes_1121105_PRJNA188834,99.45,2133,WGS,2242440
MarDB_Pseudoalteromonas_sp_T1lg48,99.92,3280,WGS,3588956
ProGenomes_410358_PRJNA18109,99.54,1816,WGS,1804962
ProGenomes_935942_PRJNA82813,99.38,3327,WGS,3761451
MarDB_GCA_003514305.1_ASM351430v1,82.43,2865,MAG,2947534
MarRef_Sphingopyxis_alaskensis_RB2256,99.98,3240,WGS,3373714
MarDB_Flavobacteriales_bacterium_34_180_T64,94.55,2774,MAG,3156390
MarRef_Marinithermus_hydrothermalis_DSM_14884,99.15,2265,WGS,2269168
MAGsDB_PBSH01,97.29,3278,MAG,3583678
MarDB_Paracoccus_sp_IO390502,99.09,3377,WGS,3505879
MarDB_Marinobacter_pelagius_strain_CGMCC_16775,100.0,3490,WGS,3800147
MarRef_Cellulophaga_lytica_strain_DAU203,99.67,3437,WGS,3952958
MarRef_Aureitalea_sp_RR4-38_MMP08563960,99.24,2877,WGS,3182272
MAGsDB_PAAR01,87.83,1926,MAG,1886490
MarDB_Vibrio_marisflavi_strain_CAIM_1886,92.67,6313,WGS,4688350
MarDB_Gammaproteobacteria_bacterium_strain_SZUA-165,94.28,3543,MAG,3478911
MAGsDB_TARA_IOS_MAG_00003,97.9,3901,MAG,4064019
MarDB_Halocynthiibacter_sp_PAMC_20958,99.54,4815,WGS,4771100
MAGsDB_NHFB01,76.0,1454,MAG,1469793
MAGsDB_DAOU01,81.19,1672,MAG,1860416
MAGsDB_PBQI01,79.84,3367,MAG,3330616
MarDB_Candidatus_Hydrogenedentes_bacterium_strain_NORP43,95.7,3849,MAG,4231541
MarDB_Vibrio_sinaloensis_DSMZ_21326,99.87,4547,WGS,4904907
MarRef_Tessaracoccus_flavescens_SST-39T,98.25,3570,WGS,3650768
MAGsDB_DFNJ01,87.29,2077,MAG,2168890
MarDB_Streptomyces_sp_W007,99.69,8174,WGS,9057349
MarDB_Holospora_obtusa_F1,89.56,1221,WGS,1334838
MarDB_Salinispora_pacifica_CNT569,99.17,4767,WGS,5234687
MAGsDB_DJLW01,77.01,3218,MAG,3576671
MarDB_Vibrio_sp_qd031,97.1,3850,WGS,4249757
MarDB_Lewinellaceae_bacterium_SD302,98.5,4139,WGS,5481126
MarDB_Alkalibacterium_subtropicum_strain_DSM_23664,98.91,2303,WGS,2491453
ProGenomes_1423321_PRJNA235995,98.46,4209,WGS,4148893
MAGsDB_TARA_MED_MAG_00082,90.9,1935,MAG,1820885
MarDB_Pseudomonas_mandelii_6A1,98.27,6100,WGS,6668832
MarRef_Amycolatopsis_albispora,100.0,8452,WGS,9121443
MarDB_Porphyrobacter_donghaensis_DSM_16220,99.48,3160,WGS,3372281
MarDB_Halomonas_cupida_strain_DSM_4740,99.03,4401,WGS,4957974
MarRef_Alteromonas_sp_SN2,99.95,4363,WGS,4972149
MAGsDB_PABS01,84.47,2962,MAG,2986825
MarDB_GCF_003731635.1_ASM373163v1,99.89,4521,WGS,4987953
MarRef_Prochlorococcus_marinus_str_MIT_9211,99.73,1853,WGS,1688964
MarDB_Stenotrophomonas_sp_TD3,100.0,4477,WGS,4917216
MarDB_Pelagibacteraceae_bacterium_AG-325-C03,78.84,1092,SAG,978245
MarDB_Rhodovulum_kholense_strain_DSM_19783,99.29,4188,WGS,4458411
MAGsDB_DCCG01,99.13,3738,MAG,4168903
MAGsDB_PBFM01,76.37,1879,MAG,2117628
MAGsDB_DJIP01,86.58,3979,MAG,4276572
MarDB_GCA_003533785.1_ASM353378v1,77.74,1471,MAG,1529165
MAGsDB_NYSW01,88.98,2973,MAG,3593470
MarDB_Clostridium_grantii_DSM_8605,99.31,4225,WGS,4474502
MarDB_GCA_003331425.1_ASM333142v1,100.0,1561,MAG,1235315
MarDB_Pelagibacteraceae_bacterium_AG-430-F16,97.02,1190,SAG,1108048
MarDB_Cellulophaga_sp_Hel_I_12,99.67,3507,WGS,4031127
MarRef_Pyrococcus_yayanosii_CH1,100.0,1882,WGS,1716819
MarDB_Pseudomonas_oceani_strain_DSM_100277,100.0,3822,WGS,4155021
MAGsDB_NZLM01,84.13,1710,MAG,1984466
MarDB_Defluviimonas_aquaemixtae_strain_CECT_8626,100.0,4156,WGS,4235016
MAGsDB_PADQ01,81.87,1703,MAG,1937954
MAGsDB_DDGB01,97.89,3561,MAG,3948540
MAGsDB_DCWP01,87.21,3894,MAG,4040956
MarDB_GCA_003666325.1_ASM366632v1,95.59,2077,MAG,2092041
MAGsDB_DKAC01,97.8,1735,MAG,1879227
MAGsDB_PBTY01,96.27,5639,MAG,6553609
MarDB_Nocardiopsis_sp_TP-A0876,99.45,5208,WGS,5861115
ProGenomes_1394889_PRJNA218025,99.76,2466,WGS,2520064
MarDB_Ruegeria_sp_CECT_5091,99.79,4558,WGS,4620121
MarDB_GCF_003344785.1_ASM334478v1,98.39,4495,WGS,4785947
ProGenomes_1324957_PRJNA198495,97.54,3525,WGS,3675087
MarDB_GCA_003641585.1_ASM364158v1,85.09,1438,MAG,1270887
MAGsDB_NYVA01,79.89,1460,MAG,1565616
MarDB_GCF_003583315.1_ASM358331v1,98.86,4425,WGS,4265203
MAGsDB_NZQZ01,99.76,3786,MAG,3923695
MarDB_Cyanothece_sp_CCY0110,99.78,5700,WGS,5880533
MarRef_Salinibacter_ruber2,96.51,3095,WGS,3739924
MAGsDB_DJYV01,88.68,1905,MAG,2049066
MAGsDB_TARA_PSW_MAG_00012,98.92,2476,MAG,2877209
MarRef_Methanosarcina_siciliae_C2J,99.84,4706,WGS,5427891
MarDB_Thalassotalea_sp_PP2-459,98.94,3619,WGS,4079999
MarRef_Corynebacterium_phocae_strain_M408_89_1,99.89,2499,WGS,2791884
MAGsDB_DDIL01,94.22,3593,MAG,4069068
MarDB_Pelagibacteraceae_bacterium_GOM-A1,93.98,1442,SAG,1330052
MarDB_Prochlorococcus_sp_AG-355-K03,80.16,1474,SAG,1291877
MarDB_Blastopirellula_marina,98.78,5421,WGS,6663852
MarDB_Methylophaga_sp_strain_NORP65,90.99,2429,MAG,2506322
MarDB_Marinimicrobium_sp_SW121,100.0,3192,WGS,3786040
MAGsDB_PAFY01,91.21,2253,MAG,2656395
MarDB_Thiomicrospira_sp_XS5,99.3,2430,WGS,2632827
MAGsDB_PALN01,94.03,3451,MAG,3623736
MAGsDB_TARA_MED_MAG_00012,86.28,1591,MAG,1663360
MarDB_Streptomyces_qinglanensis_strain_CGMCC_46825,99.29,6180,WGS,7175484
MarDB_Aliivibrio_wodanis_CL3,99.91,4044,WGS,4567226
MarDB_Halobellus_limi_strain_CGMCC_1_10331,99.55,3696,WGS,3735964
MarDB_Paraglaciecola_sp_MB-3u-78,100.0,5828,WGS,6478889
MAGsDB_TARA_PSW_MAG_00113,84.21,2250,MAG,2435607
MarDB_Lutibacter_agarilyticus_DSM_29150,97.65,3396,WGS,4101932
MarDB_Streptomyces_sp_PT12,96.1,6108,WGS,6922703
MarDB_Albidovulum_inexpectatum_strain_DSM_12048,100.0,2922,WGS,2997984
MAGsDB_TARA_ION_MAG_00012,89.54,1447,MAG,1332144
MarRef_Microbulbifer_sp_A4B17_MMP08974432,99.57,4432,WGS,5035829
MarDB_Nitrosopumilus_sp_LS_AOA,100.0,2269,WGS,1925182
MarDB_Thiocystis_violascens,99.83,4583,WGS,5017072
MarDB_Sulfitobacter_geojensis_strain_EhN01,99.36,4109,WGS,4266443
MAGsDB_DANX01,76.27,1716,MAG,1951048
MAGsDB_PAJA01,76.87,1758,MAG,1832975
